MAINID,Address,AltName,CitesPerCost,Cost,CostText,Country,Exclusive,FullTextURL,ISSN,JournalEmail,JournalURL,Name,Phone,SubmissionEmail,SubmissionNote,SubmissionURL,Type,eISSN,eType
881,"<p>Prof. Sienho Yee,<br />Chinese Journal of International Law,<br />Mailbox 136,<br />Wuhan University Institute of International Law,<br />Wuhan, Hubei 430072<br />China</p>",,0.01,332.0,,United Kingdom,false,http://www.chinesejil.org/,1540-1650,,https://academic.oup.com/chinesejil,Chinese Journal of International Law,,sienho@chinesejil.org,<p>Accepts e-mail submissions. A refereed journal. <br />Published by Oxford University Press</p>,,S,,E
882,"<p>The Indigenous Law Journal<br />c/o The University of Toronto Faculty of Law<br />78 Queen's Park Circle<br />Toronto, Ontario M5S 2C5<br />Canada</p>",,-1.0,50.0,,Canada,false,,1703-4566,indiglaw.journal@utoronto.ca,https://ilj.law.utoronto.ca/,Indigenous Law Journal,,submissions.ilj@utoronto.ca,<p>A refereed journal. Both student papers and professional papers are peer-reviewed. Prefers submissions via e-mail.</p>,http://www.indigenouslawjournal.org/indigenouslawjournal.com/index.php?option=com_content&view=article&id=2&Itemid=3,S,,E
883,"<p>Colorado Technology Law Journal<br />University of Colorado Law School<br />320-L Wolf Law Building, 401 UCB<br />Boulder, CO 80309-0401</p>",Journal on Telecommunications & High Technology Law (2002-2013),0.22,45.0,,US,false,,2374-9032,ctlj@colorado.edu,https://ctlj.colorado.edu/,Colorado Technology Law Journal,303.735.1032,ctlj@colorado.edu,"<p>Accepts e-mail and <a href=""http://law.bepress.com/expresso/"">ExpressO</a> submissions.</p>",https://ctlj.colorado.edu/?page_id=37,S,,E
884,"<p>Ohio State Journal of Criminal Law<br />Ohio State University College of Law<br />55 W. 12th Ave. Room 165<br />Columbus, Ohio 43210</p>",,0.31,75.0,,US,false,https://kb.osu.edu/handle/1811/72335,1546-7619,crimlaw@osu.edu,https://moritzlaw.osu.edu/osjcl/,Ohio State Journal of Criminal Law,614-688-3781; Fax: 614-292-2035 (c/o Joshua Dressler),crimlaw@osu.edu,"<p>The journal welcomes the submission of manuscripts for the Commentary and Review sections of the journal. The preferred length of manuscripts is approximately 7500 words, but never more than 10,000 words (including footnotes). Submissions should be made by e-mail, preferably formatted in Word. Word-Perfect is acceptable. We are a peer-reviewed and peer-edited journal.</p>",https://moritzlaw.osu.edu/osjcl/2018/06/26/submissions/,S,,E
885,"University of Ottawa Law and Technology Journal<br>Faculty of Law, Common Law Section<br>University of Ottawa<br>57 Louis Pasteur St.<br>Ottawa, ON KIN 6N5<br>Canada",,-1.0,55.0,,Canada,true,,1710-6028,uoltj@uottawa.ca,http://www.uoltj.ca,University of Ottawa Law and Technology Journal, -; Fax: 1 (613) 562-5124,uoltj@uottawa.ca,"Requires a statement by the author that the submission is the author’s original work, that the author retains the right to offer it for publication, that neither the article nor a substantially similar version
has been previously published or accepted for publication, and that neither the article nor a substantially similar version is under consideration for publication elsewhere. <br>Accepts e-mail submissions.<br>All submissions should be accompanied by a 250-word abstract.<br>A refereed journal.",http://www.uoltj.ca/submit.php,S,1715-006X,E
887,Editor<br>University of Western Sydney Law Review<br>School of Law<br>University of Western Sydney<br>Locked Bag 1797<br>Penrith South DC<br>NSW 1797<br>Australia,McArthur Law Review (v1(1997)-v4(2000)),-1.0,41.0,,Australia,true,,1327-1644,f.feld@uws.edu.au,http://www.austlii.edu.au/au/journals/UWSLRev/,University of Western Sydney Law Review,+61 2 4620 3660,f.feld@uws.edu.au,"Requires exclusive submission. Accepts e-mail submissions. A refereed journal. Articles should be 5,000-8,000 words.",,G,,E
888,"<p>Ateneo Law Journal<br />20 Rockwell Drive, Rockwell Center,<br />Makati City, Philippines</p>",,-1.0,60.0,,Philippines,false,,0519-2676,ateneolj@gmail.com,http://ateneolawjournal.com/,Ateneo Law Journal,,ateneolj@gmail.com,,http://www.ateneolawjournal.com/main/submissions,G,,
889,"<p>Editor-in-Chief,<br />Austrian Review of International and European Law,<br />Department of International Law and International Relations,<br />Universit&auml;tsstrasse 2,<br />A-1090 Wien, Austria</p>",,-1.0,236.0,,Austria,true,,1385-1306,ariel.int-law@univie.ac.at,https://brill.com/view/serial/ARIL?lang=en,Austrian Review of International and European Law,,ariel.int-law@univie.ac.at,<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal.</p>,http://intlaw.univie.ac.at/ariel/information-for-authors/,S,1573-6512,E
890,<p>Editor-in-Chief<br />European Business Organization Law Review<br />TMC Asser Institute<br />PO Box 30461<br />2500 GL The Hague<br />The Netherlands</p>,,0.02,273.0,$255 (2007) (print and electronic access),Netherlands,true,,1566-7529,pia.sauerwald@springernature.com,https://www.springer.com/journal/40804,European Business Organization Law Review,+31 (70) 3420300; Fax: +31 (70) 3420359,Namretha.Asaithambi@springernature.com,"<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal. Manuscripts may vary from 3,000 to 10,000 words. <br />Distributed for T.M.C. Asser Press by Cambridge University Press</p>",https://www.springer.com/journal/40804/submission-guidelines,S,,E
892,<p>Frank Barnaby<br />Brandreth<br />Station Road<br />Chilbolton<br />Stockbridge<br />Hants<br />SO20 6AW<br />England</p>,,0.01,1060.0,,United Kingdom,true,,1364-2987,frank.barnaby@btinternet.com,https://www.tandfonline.com/toc/fjhr20/current,International Journal of Human Rights,,,<p>Requires exclusive submission. Requires paper copy submission (2 copies). A refereed journal.</p>,http://www.tandf.co.uk/journals/authors/fjhrauth.asp,S,,
893,"<p>IIC Editors,<br />Max Planck Institute for Intellectual Property, Competition and Tax Law,<br />Marstallplatz 1,<br />D-80539 Munich<br />Germany</p>",International Review of Industrial Property and Copyright Law (1970-2003),0.01,480.0,Euro 324.00,Germany,false,,0018-9855,pia.sauerwald@springernature.com,https://www.springer.com/journal/40319,International Review of Intellectual Property and Competition Law,+49 89-24246-423; Fax +49 89-24246-501,,<p>Accepts electronic submissions via e-mail.</p>,https://www.springer.com/journal/40319/submission-guidelines,S,1522-2578,E
894,"<p>David S. Powers<br />Cornell University<br />Near Eastern Studies Dept.<br />421 White Hall<br />Ithaca, NY 14853-7901</p>",,-1.0,321.0,,Netherlands,true,,0928-9380,dsp4@cornell.edu,https://brill.com/view/journals/ils/ils-overview.xml,Islamic Law and Society,,dsp4@cornell.edu,<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal. Published by Brill Academic Publishers</p>,http://www.brill.nl/files/brill.nl/specific/authors_instructions/ILS.pdf,S,1568-5195,E
895,,,-1.0,145.0,,Netherlands,false,and%20researchers%20from%20the%20region.,0928-964X,editorial@bookworldpublications.eu,http://bwp-bookcenter.com/jclece.htm#:~:text=The%20Journal%20of%20Constitutional%20Law,Journal of Constitutional Law in Eastern and Central Europe,,editorial@bookworldpublications.eu,<p>Accepts e-mail submissions. A peer edited journal.<br />Published by BookWorld Publications</p>,,S,,E
896,"<p>Editor-in-Chief<br />Journal of Korean Law<br />College of Law<br />Seoul National University<br />Shillim-dong San 56-1, Kwanak-tu<br />Seoul 151-743<br />Korea</p>",,-1.0,50.0,,Korea,false,,1598-1681,jkl@snu.ac.kr,https://aplaweng.imweb.me/33,Journal of Korean Law,,jkl@snu.ac.kr,<p>A refereed journal. Electronic submission is encouraged.</p>,,S,,E
898,"<p>University of Pennsylvania Journal of Law and Social Change<br />University of Pennsylvania Law School<br />3400 Chestnut Street<br />Philadelphia, PA 19104</p>",Journal of Law and Social Change (v6(2002)-v10(2007))<br>Hybrid: a Journal of Law and Social Change ( -v5(2000)),-1.0,0.0,,US,false,,,jlasc@law.upenn.edu,https://www.law.upenn.edu/journals/jlasc/,University of Pennsylvania Journal of Law and Social Change,,jlasc@law.upenn.edu,"<p>E-mail submissions are preferred. All submissions should be double-spaced, in 12 point Times New Roman or Courier font. <br />A collectively run student journal dedicated to progressive politics, bringing together activism, legal practice, social science and philosophy.</p>",https://www.law.upenn.edu/journals/jlasc/submissions.php,S,,E
899,"<p>Deborah Candy<br />Managing Editor<br />Alternative Law Journal<br />c/- Law Faculty,<br />Monash University,<br />Victoria 3800<br />Australia</p>",,-1.0,121.0,,Australia,true,,1037-969X,,https://journals-sagepub-com.ezproxy.wlu.edu/home/alj,Alternative Law Journal,+61 3 9905 3362,,"<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal. Articles should be 4,000 words or less, with preference given to shorter articles. For issue themes and editors see website.</p>",https://journals-sagepub-com.ezproxy.wlu.edu/author-instructions/ALJ,S,,E
900,"<p>The Convener<br />Editorial Board<br />Australian Journal of Law &amp; Society<br />Department of Public Law<br />Division of Humanities<br />Macquarie University<br />North Ryde, NSW 2109<br />Australia</p>",,-1.0,23.0,,Australia,false,,0729-3356,,http://classic.austlii.edu.au/au/journals/AUJlLawSoc/,Australian Journal of Law & Society,,,<p>Requires paper copy submission.</p>,,S,,
903,"<p>Editorial Committee,<br />Hibernian Law Journal,<br />Law School,<br />Law Society of Ireland,<br />Blackhall Place,<br />Dublin 7<br />Ireland</p>",,-1.0,0.0,,Ireland,true,,1393-8940,,http://hibernianlawjournal.com/,Hibernian Law Journal,,editor@hibernianlawjournal.com,"<p>Requires exclusive submission. Submit either by e-mail, or on diskette in a format compatible with Microsoft Word. Articles should normally be between 8,000 and 15,000 words, including footnotes. A refereed journal.</p>",http://hibernianlawjournal.com/submit/,S,,E
904,"<p>International Journal of Evidence and Proof<br />Professor Jennifer McEwan<br />School of Law<br />University of Exeter<br />Amory Building, Rennes Drive,<br />Exeter EX4 4RJ, UK</p>",,-1.0,315.0,,United Kingdom,true,,1365-7121,mark.thomas@ntu.ac.uk,https://journals.sagepub.com/home/epj,International Journal of Evidence and Proof,,jonathan.doak@ntu.ac.uk,<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal.<br />Published by Vathek Publishing.</p>,https://journals.sagepub.com/author-instructions/EPJ,S,,E
905,"<p>King's Inns Student Law Review<br />Henrietta Street,<br />Dublin 1<br />Ireland</p>",Irish Students Law Review (- 2011); King's Inns Student Law Review (2011 - v4 2014),-1.0,0.0,EURO 20,Ireland,false,,,info@kingsinns.ie,https://www.kingsinnslawreview.com/,King's Inns Law Review,+ 353 1 874 4840,editorkislr@gmail.com,<p>Articles may be submitted online via the journal's web form or by email.</p>,http://www.kislr.ie/submissions.htm,G,,
906,"<p>Vanessa Skelton<br />Editorial Manager, Commonwealth Law and Legal Education<br />OUBS<br />The Open University<br />Walton Hall<br />Milton Keynes MK7 6AA<br />UK</p>",,-1.0,0.0,,United Kingdom,true,,1476-0401,v.skelton@open.ac.uk,https://www.tandfonline.com/loi/rjcl20,Journal of Commonwealth Law and Legal Education,,v.skelton@open.ac.uk,"<p>Requires exclusive submission. Submissions should preferably be on diskette, or otherwise by e-mail attachment. Articles should not exceed 7,000 words in length. A peer edited journal.<br />The official journal of the Commonwealth Legal Education Association<br />Published by Routledge</p>",,S,,U
907,<p>Legal Education Review<br />PO Box 222<br />Lindfield<br />NSW 2070<br />Australia</p>,,-1.0,0.0,,Australia,true,,1033-2839,admin@ler.edu.au,https://ler.scholasticahq.com/issues,Legal Education Review,+61 (2) 9514 5459; Fax: +61 (2) 9514 5175,admin@ler.edu.au,"<p>Requires exclusive submissions. E-mail submissions accepted. Legal Education Review is an independent, refereed journal whose objectives are to encourage and disseminate research into legal education and to stimulate discussion debate and experimentation on topics related to legal education. Accep scholarly articles on legal education. Where primary research is being reported, authors must have ethics approval. Before submitting, please see past issues to see the style and depth of scholarship expected. </p>",http://www.ler.edu.au/submissions.html,S,,E
908,<p>The General Editor<br />New Zealand Journal of Environmental Law<br />Faculty of Law<br />The University of Auckland<br />Private Bag 92019<br />Auckland City<br />New Zealand</p>,,-1.0,49.0,,New Zealand,true,,1174-1538,ka.palmer@auckland.ac.nz,https://www.auckland.ac.nz/en/law/our-research/research-centres/new-zealand-centre-for-environmental-law/nz-journal-of-environmental-law0.html,New Zealand Journal of Environmental Law,00 64 9 3737599,ka.palmer@auckland.ac.nz,<p>Advise the editor if your manuscript is under consideration for publication elsewhere. Accepts e-mail submissions. A refereed journal. One issue per annum.</p>,https://www.auckland.ac.nz/en/law/our-research/research-centres/new-zealand-centre-for-environmental-law/nz-journal-of-environmental-law0/contributor-guidelines.html,S,,E
909,"<p>The Editorial Committee<br />Psychiatry, Psychology and Law<br />GPO Box 655E<br />Melbourne VIC 3001<br />Australia</p>",,-1.0,228.0,,Australia,true,http://www.tandf.co.uk/journals/titles/13218719.asp,1321-8719,I.Freckelton@vicbar.com.au,https://www.tandfonline.com/loi/tppl20,"Psychiatry, Psychology and Law",61 3 92257666,I.Freckelton@vicbar.com.au,"<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal. <br />Published by Routledge, Taylor &amp; Francis on behalf of the Australian and New Zealand Association of Psychiatry, Psychology and Law. Between 1993 and 2008 was published by Australian Academic Press.</p>",http://www.tandf.co.uk/journals/journal.asp?issn=1321-8719&linktype=44,S,,E
910,"<p>Gideon Calder<br />Co-Editor, Res Publica<br />Social Ethics Research Group<br />University of Wales, Newport<br />Caerleon Campus<br />Newport NP18 3QT<br />UK</p>",,-1.0,272.0,,United Kingdom,false,,1356-4765,gideon.calder@newport.ac.uk,http://www.springer.com/11158,"Res Publica: A Journal of Moral, Legal and Social Philosophy",,"gideon.calder@newport.ac.uk, j.seglow@rhul.ac.uk","<p>Electronic submissions required, via submissions website: http://www.editorialmanager.com/resp. Manuscripts should be no longer than about 8000 words. A refereed journal. Extended review articles also invited; these are single- rather than double-blind refereed. Published by Springer, for the U.K. Association for Legal and Social Philosophy - <a href=""http://www.alsp.org.uk"">http://www.alsp.org.uk</a>.</p>",http://www.editorialmanager.com/resp,S,1572-8692,U
911,"<p>Revenue Law Journal<br />Faculty of Law<br />Bond University,<br />Gold Coast, QLD 4229<br />Australia</p>",,-1.0,80.0,AU $90,Australia,false,,1034-7747,,https://rlj.scholasticahq.com/issues,Revenue Law Journal,+61 755952039; Fax: +61 7 55952036,rlj@bond.edu.au,<p>Accepts e-mail submissions. A refereed journal</p>,http://epublications.bond.edu.au/rlj/submissions.html,S,,E
912,<p>The Chief Editor<br />Singapore Law Review<br /><br />Faculty of Law<br />National University of Singapore<br />Eu Tong Sen Building<br />469G Bukit Timah Road<br />Singapore 259776<br />SINGAPORE</p>,,-1.0,0.0,$25 + shipping,Singapore,true,,0080-9691,juris@singaporelawreview.com,http://www.singaporelawreview.com/,Singapore Law Review, +65 6516 1305; Fax: +65 6779 0979,journal@singaporelawreview.com,<p>Requires exclusive submission. Accepts either electronic or paper copy submissions. The Singapore Law Review is a refereed journal.</p>,http://www.singaporelawreview.com/submissions,G,,E
913,"<p>The Editors,<br />South African Journal of Environmental Law and Policy<br />University of Natal, School of Law,<br />Private Bag X01, Scottsville, 3209<br />Republic of South Africa</p>",,-1.0,0.0,,South Africa,true,,1023-1765,,https://journals.co.za/journal/jlc.sajelp,South African Journal of Environmental Law and Policy,,kidd@ukzn.ac.za,"<p>Requires exclusive submission. Accepts e-mail submissions. Preference is given to articles that do not exceed 10,000 words. A style sheet is available on request. A refereed journal.</p>",https://journals.co.za/journal/jlc.sajelp/submit,S,,
914,"<p>The Editor,<br />Stellenbosch Law Review,<br />Faculty of Law,<br />University of Stellenbosch,<br />Private Bag X1 Stellenbosch 7602<br />South Africa</p>",,-1.0,100.0,,South Africa,true,,1016-4359,jcoet@sun.ac.za,http://www.jutajournals.co.za/stellenbosch-law-review/,Stellenbosch Law Review,+27 21 - 8083189,jcoet@sun.ac.za,<p>Requires exclusive submission. Accepts e-mail submissions. Prefered length of articles between 6 000 and 12 000 words inclusive of footnotes. A refereed journal.</p>,http://www.jutajournals.co.za/slr-style-guide/,G,,E
915,<p>Trinity College Law Review<br />Box 9<br />The Atrium<br />Trinity College<br />Dublin 2<br />Ireland</p>,,-1.0,51.74,,Ireland,false,,1393-5941,lawreview.trinitycollege@gmail.com,https://trinitycollegelawreview.org/,Trinity College Law Review,,lawreview.trinitycollege@gmail.com,<p>Accepts e-mail submissions. Accepts submissions from students or recent graduates.</p>,https://trinitycollegelawreview.org/submissions/,G,,E
916,"<p>Journal of International Human Rights<br />Northwestern University School of Law<br />357 East Chicago Avenue<br />Chicago, IL 60611</p>",,-1.0,0.0,,US,false,https://scholarlycommons.law.northwestern.edu/njihr/,1549-828X,ZoeHelstrom2021@law.northwestern.edu,https://jhr.law.northwestern.edu/,Northwestern University Journal of International Human Rights,,jihr-submissions@law.northwestern.edu,<p>Accepts e-mail submissions</p>,https://northwesternjhr.scholasticahq.com/,S,,E
917,"<p>Northwestern Journal of Technology and Intellectual Property<br />Northwestern University School of Law<br />357 East Chicago Avenue<br />Chicago, IL 60611-3069</p>",,-1.0,0.0,,US,false,https://scholarlycommons.law.northwestern.edu/njtip/,1549-8271,njtip@nlaw.northwestern.edu,https://jtip.law.northwestern.edu/,Northwestern Journal of Technology and Intellectual Property,,njtip@nlaw.northwestern.edu,<p>Accepts e-mail submissions.</p>,https://northwestern-jtip.scholasticahq.com/,S,,E
918,"<p>Texas Tech Administrative Law Journal<br />Texas Tech University School of Law<br />Attn: Jessica Houghtby<br />1802 Hartford<br />Lubbock, Texas 79409-4004</p>","Texas Administrative Law Journal (v1(1991)-v5(1998)) <br>Texas Tech Journal of Texas Administrative Law ( -- vol. 6, no. 4)",-1.0,0.0,,US,false,,1545-3804,alj.law@ttu.edu,http://www.studentweb.law.ttu.edu/alj/index.htm,Texas Tech Administrative Law Journal,512-663-2507,jessica.houghtby@ttu.edu,<p>Accepts e-mail submissions. The journal primarily focuses and publishes articles unique to Texas Administrative Law.</p>,http://www.administrativelawjournal.org,S,,E
919,"<p>Editor-in-Chief<br />Villanova Journal of Law and Investment Management<br />Villanova University School of Law<br />299 North Spring Mill Road<br />Villanova, PA 19428</p>",,-1.0,0.0,,US,true,,1523-5513,,https://digitalcommons.law.villanova.edu/vjlim/,Villanova Journal of Law and Investment Management,610-519-7007,,<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal. NOTE: The journal is currently on hiatus and is not accepting submissions at this time.</p>,,S,,E
920,"Israel Defense Forces Law Review<br>c/o IDF School of Military Law,<br>Military post 03608<br>Israel Defense Forces<br>Israel",Israel Defense Forces Law Review,-1.0,0.0,,Israel,false,,,,,IDF Law Review,,law_school@idf.gov.il?subject=Submission for IDF Law Review,Accepts e-mail submissions. The IDF Law Review is a refereed journal.,,S,,E
921,"Public Health Law & Policy Journal<br>William S. Richardson School of Law<br>University of Hawai`i<br>2515 Dole Street, Room 257<br>Honolulu, HI 96822",,-1.0,0.0,,US,false,,1556-0511,phlo@hawaii.edu,http://www.hawaii.edu/phlo/phlpj/,Public Health Law and Policy Journal,,phlo@hawaii.edu,Accepts e-mail submissions.,http://www.hawaii.edu/phlo/phlpj/submission.htm,S,,E
922,"<p>Canadian Journal of Law and Technology<br />Dalhousie Law School,<br />6061 University Ave.,<br />Halifax, N.S. B3H 4H9<br />Canada</p>",,-1.0,299.0,,Canada,true,https://digitalcommons.schulichlaw.dal.ca/cjlt/,1702-9228,robert.currie@dal.ca,https://ojs.library.dal.ca/CJLT/index,Canadian Journal of Law and Technology,,lynda.corkum@dal.ca,<p>Requires exclusive submission. Accepts electronic submissions via e-mai.</p>,https://ojs.library.dal.ca/CJLT/about/submissions,S,,E
923,"<p>Anne Wagner, Editor-in-Chief<br />Universit&eacute; du Littoral C&ocirc;te d'Opale<br />Law Faculty<br />21, rue Saint Louis<br />BP 774<br />62327 Boulogne-sur-Mer Cedex<br />France</p>",Revue Internationale de Semiotique Juridique,-1.0,394.0,Euro 393.60,Netherlands,true,,0952-8059,pia.sauerwald@springernature.com,https://www.springer.com/journal/11196,International Journal for the Semiotics of Law,06-63-93-47-00,mangayarkarasi.lakshmiram@springernature.com,"<p>Requires exclusive submission. Accepts e-mail submissions. Manuscripts should not exceed 35 pages, double-spaced pre-publication text (including references, tables and figures). A refereed journal. <br />Published by Springer Netherlands.<br />Papers should be submitted using the ""online submission"" system.</p>",https://www.springer.com/journal/11196/submission-guidelines,S,1572-8722,E
924,<p>Professor Robert M. Merkin<br />Moose Holt<br />Boughmore Lane<br />Sidmouth<br />Devon EX10 8SH<br />UK</p>,,-1.0,718.0,,United Kingdom,false,,0021-9460,rob.merkin@btopenworld.com,https://www.sweetandmaxwell.co.uk/Product/Commercial-Law/Journal-of-Business-Law/Journal/30791434,Journal of Business Law,,rob.merkin@btopenworld.com,"<p>Articles must be submitted electronically (preferably by e-mail to the editor). Articles are oeer refereed by one expert. In general, the most acceptable length of articles for the journal is 5,000-10,000 words. <br />Published by Sweet &amp; Maxwell, London.</p>",,S,,E
925,"<p>Professor Alan Reed,<br />Sunderland Business School,<br />University of Sunderland,<br />St Peter's Campus,<br />St Peter's Way,<br />Sunderland SR6 0DD<br />UK</p>",,-1.0,340.0,,United Kingdom,false,,0022-0183,,https://journals.sagepub.com/home/clj,Journal of Criminal Law,,alan.reed@sunderland.ac.uk,<p>Accepts e-mail submissions. A refereed journal.<br />Published by Vathek Publishing Limited</p>,http://www.vathek.com/jcl/submission.php,S,,E
926,"<p>First Amendment Law Review<br />University of North Carolina School of Law<br />Van Hecke-Wettach Hall <br />100 Ridge Road, CB #3380<br />Chapel Hill, NC 27599-3380</p>",,0.26,35.0,,US,false,,,falr@unc.edu,https://scholarship.law.unc.edu/falr/,First Amendment Law Review,,falr@unc.edu,<p>Requires electronic submission in Word format.</p>,http://studentorgs.law.unc.edu/falr/submissions/default.aspx,S,,E
927,"<p>Executive Articles Editors<br />Indiana Health Law Review<br />Indiana University School of Law - Indianapolis<br />Lawrence W. Inlow Hall, Room 136C<br />530 West New York Street<br />Indianapolis, Indiana 46202-3225</p>",,0.44,20.0,,US,false,,1549-3199,ihlr@iupui.edu,https://mckinneylaw.iu.edu/ihlr/,Indiana Health Law Review,(317) 278-9519,ihlr@iupui.edu,"<p>Accepts e-mail submissions. The scope of the review includes bioethics, malpractice liability, managed care, anti-trust, health care organizations, medical-legal research, legal medicine, food and drug, and other current health-related topics.</p>",http://indylaw.indiana.edu/ihlr/submit.htm,S,,E
928,"<p>Michael J Moser<br />Editor, Journal of International Arbitration<br />C/O O'Melveny &amp; Myers<br />31/F 1 Connaught Road Central<br />Hong Kong</p>",,0.0,935.0,,US,true,http://www.aspenpublishers.com/Product.asp?catalog%5Fname=Aspen&category%5Fname=&product%5Fid=SS02558106&Mode=SEARCH&ProductType=J,0255-8106,,https://kluwerlawonline.com/Journals/Journal+of+International+Arbitration/4,Journal of International Arbitration,,editorjoia@kluwerlaw.com,<p>Requires exclusive submission. Accepts e-mail submissions. A peer edited journal.<br />Published by Aspen Publishers</p>,http://www.kluwerlawonline.com/toc.php?area=Journals&mode=bypub&level=4&values=Journals~~Journal+of+International+Arbitration,S,,E
929,The Editors<br>Macquarie Law Journal<br>Division of Law<br>Macquarie University<br>NSW 2109<br>Australia,,-1.0,25.0,,Australia,true,,1445-386X,,http://www.law.mq.edu.au/html/MqLJ/about.htm,Macquarie Law Journal,,publications@law.mq.edu.au,As of 2012 the journal is pubblished annually and exclusively online.,http://www.law.mq.edu.au/html/MqLJ/a_contrib.htm,G,,
930,<p>The Editor<br />New Zealand Law Journal<br />P.O. Box 472<br />Wellington<br />New Zealand</p>,,-1.0,366.0,,New Zealand,true,,0028-8373,,https://www.lexisnexis.co.nz/en-nz/products/new-zealand-law-journal.page,New Zealand Law Journal,,brenda.midson@lexisnexis.co.nz,"<p>Requires exclusive submission as articles are published rapidly. Will consider a New Zealand-oriented and shortened version of an academic article accepted elsewhere (with permission of the other journal). The NZLJ has a primarily practitioner audience, and articles should be of reasonably direct concern to New Zealand lawyers. A peer edited journal. Selected articles may be refereed at the editor's discretion. Submission by e-mail is preferred.<br />Published by LexisNexis, N.Z.</p>",,S,,E
931,"<p>Professor Geoffrey Bennett,<br />Editor, Education and the Law,<br />University of Notre Dame,<br />London Law Centre,<br />1 Suffolk Street,<br />London SW1Y 4HG<br />UK</p>",,-1.0,364.0,,United Kingdom,true,,0953-9964,,https://www.tandfonline.com/toc/cetl20/current,Education and the Law,,,"<p>Requires exclusive submission. Accepts e-mail submissions. A refereed journal. <br />Published by Taylor &amp; Francis Group</p>
<p>No longer in publication</p>",,S,,E
932,<p>The Business Manager<br />QUT Law &amp; Justice Journal<br />Faculty of Law<br />Queensland University of Technology<br />GPO Box 2434<br />Brisbane Qld 4001<br />Australia</p>,Queensland University of Technology Law Journal ( - v15(1999));<br> Queensland University of Technology Law and Justice Journal (1999-2013),-1.0,34.0,,Australia,true,,1445-6249,t.creagh@qut.edu.au,https://lr.law.qut.edu.au/,QUT Law Review,,t.creagh@qut.edu.au,<p>Accepts electronic submissions through journal website.</p>,https://lr.law.qut.edu.au/about/submissions#onlineSubmissions,S,,E
933,"<p>Managing Editor, E Law<br />School of Law<br />Murdoch University<br />South Street<br />Murdoch, WA 6150<br />Australia</p>",,-1.0,0.0,,Australia,true,,1321-8247,B.Bott@murdoch.edu.au,http://www5.austlii.edu.au/au/journals/MurUEJL/,eLaw Journal: Murdoch University Electronic Journal of Law,+61 8 9360 6074,,<p>Requires exclusive submission. After Registering with the E Law Journal - submissions should be uploaded at the journal's website. Elaw Journal is a peer reviewed journal.</p>,https://elaw.murdoch.edu.au/index.php/elawmurdoch/about/submissions#onlineSubmissions,G,,U
934,Macquarie University<br>Centre for Environmental Law,,-1.0,50.0,,Australia,true,,1448-8345,erika.techera@mq.edu.au,http://www.law.mq.edu.au/research/law_journals/macquarie_journal_of_international_and_comparative_environmental_law/,Macquarie Journal of International and Comparative Environmental Law,,erika.techera@mq.edu.au,Requires exclusive submission. A refereed journal. Accepts e-mail submissions.,http://www.law.mq.edu.au/research/law_journals/macquarie_journal_of_international_and_comparative_environmental_law/,S,,
935,"<p>Andrew Le Sueur<br />Editor, Public Law<br />School of Law<br />Queen Mary, University of London<br />339 Mile End Road<br />London E1 4NT<br />United Kingdom</p>",,-1.0,382.0,,United Kingdom,true,,0033-3565,public.law@durham.ac.uk,https://www.sweetandmaxwell.co.uk/Product/Administrative-Law/Public-Law/Journal/30791427,Public Law,,public.law@durham.ac.uk,"<p>Requires exclusive submission. Requires e-mail submissions. Articles should generally be no more than 9,500 words in length. Contributions to the Analysis section should be no more than 4,000 words. A refereed journal.<br />Published by Sweet &amp; Maxwell</p>",https://www.sweetandmaxwell.co.uk/Product/Administrative-Law/Public-Law/Journal/30791427,S,,E
936,"<p>Social &amp; Legal Studies,<br />Department of Law,<br />University of Keele,<br />Keele ST5 5BG<br />UK</p>",,0.01,854.0,,United Kingdom,true,,0964-6639,,https://journals.sagepub.com/home/sls,Social & Legal Studies,,"c.f.stychin@reading.ac.uk, j.mccormick@keele.ac.uk","<p>Accepts e-mail submissions. Requires exclusive submission. A refereed journal. Maximum article length should be 8,000 words, including notes and references. The journal publishes articles taking an interdisciplinary and critical approach to socio-legal studies, and is committed to feminist, post-colonial and left wing perspectives on the study of law.</p>",https://journals.sagepub.com/author-instructions/SLS,S,,E
